StationID,StationName,Date,Tmax,Tmin,Precip
CYBR,BRANDON ARPT,2021-03-31,1.1,-13.9,0
CYBR,BRANDON ARPT,2021-04-01,17.1,-5.9,0
CYBR,BRANDON ARPT,2021-04-02,17.5,-1,0
CYBR,BRANDON ARPT,2021-04-03,15.3,-2.8,0
CYBR,BRANDON ARPT,2021-04-04,16.3,-0.7,0
CYBR,BRANDON ARPT,2021-04-05,12.3,-4.2,0
CYBR,BRANDON ARPT,2021-04-06,14.8,-6.1,0
CYBR,BRANDON ARPT,2021-04-07,17.1,-4.8,0
CYBR,BRANDON ARPT,2021-04-08,16.5,-1.2,0
CYBR,BRANDON ARPT,2021-04-09,11.1,-3.4,0
CYBR,BRANDON ARPT,2021-04-10,18,-7.9,0
CYBR,BRANDON ARPT,2021-04-11,13.6,0.7,0
CYBR,BRANDON ARPT,2021-04-12,0.7,-5.8,4.4
CYBR,BRANDON ARPT,2021-04-13,-3.2,-6.2,3.7
CYBR,BRANDON ARPT,2021-04-14,2.4,-5.4,0
CYBR,BRANDON ARPT,2021-04-15,5.7,-1.8,0
CYBR,BRANDON ARPT,2021-04-16,10.4,-0.4,0
CYBR,BRANDON ARPT,2021-04-17,16,-2.5,0
CYBR,BRANDON ARPT,2021-04-18,6.7,-6.2,0
CYBR,BRANDON ARPT,2021-04-19,2.8,-9,0
CYBR,BRANDON ARPT,2021-04-20,3,-6.6,0.2
CYBR,BRANDON ARPT,2021-04-21,15.1,-6.2,0
CYBR,BRANDON ARPT,2021-04-22,18.9,-3,0
CYBR,BRANDON ARPT,2021-04-23,4,-8.8,0
CYBR,BRANDON ARPT,2021-04-24,8.4,-9.8,0
CYBR,BRANDON ARPT,2021-04-25,6.9,-6.8,0
CYBR,BRANDON ARPT,2021-04-26,8.6,-0.8,0
CYBR,BRANDON ARPT,2021-04-27,19.1,-3.7,0
CYBR,BRANDON ARPT,2021-04-28,8.2,-4.4,0
CYBR,BRANDON ARPT,2021-04-29,12.5,-5.3,0
CYBR,BRANDON ARPT,2021-04-30,20.8,-2.7,0
CYBR,BRANDON ARPT,2021-05-01,23.7,2.6,0
CYBR,BRANDON ARPT,2021-05-02,10.1,2.1,5.7
CYBR,BRANDON ARPT,2021-05-03,7.9,-2.8,0
CYBR,BRANDON ARPT,2021-05-04,11.5,-7,0
CYBR,BRANDON ARPT,2021-05-05,12.3,-3.1,0
CYBR,BRANDON ARPT,2021-05-06,14.6,-3.8,0
CYBR,BRANDON ARPT,2021-05-07,13.2,-6.3,0
CYBR,BRANDON ARPT,2021-05-08,12.5,-0.7,0
CYBR,BRANDON ARPT,2021-05-09,12.5,-0.9,0
CYBR,BRANDON ARPT,2021-05-10,13.5,-3.9,0
CYBR,BRANDON ARPT,2021-05-11,20.4,-4.1,0
CYBR,BRANDON ARPT,2021-05-12,22.8,-1,0
CYBR,BRANDON ARPT,2021-05-13,22.4,6.8,0
CYBR,BRANDON ARPT,2021-05-14,23.2,3.1,0
CYBR,BRANDON ARPT,2021-05-15,24.8,3.5,0
CYBR,BRANDON ARPT,2021-05-16,28.7,5.5,0
CYBR,BRANDON ARPT,2021-05-17,29.7,8,0
CYBR,BRANDON ARPT,2021-05-18,27.9,13.7,0
CYBR,BRANDON ARPT,2021-05-19,23.9,13.7,0.2
CYBR,BRANDON ARPT,2021-05-20,13.7,3.7,1
CYBR,BRANDON ARPT,2021-05-21,7.5,2.2,10.3
CYBR,BRANDON ARPT,2021-05-22,9.6,1.9,5.7
CYBR,BRANDON ARPT,2021-05-23,12.8,4.8,0
CYBR,BRANDON ARPT,2021-05-24,23.8,10.5,0
